-1.0,4875,18700,0
0,-1.0,14624,78700
0,0,-1.0,-1.0
23700,0,0,-1.0
-1.0,24200,0,0
-1.0,6447,0.0,0
0,0.0,-1.0,12900
0,0,-1.0,-1.0
-1.0,0,0,-1.0
-1.0,13300,0,0
-1.0,8959,21300,0
0,-1.0,9500,18600
0,0,-1.0,9459
18600,0,0,-1.0
10500,25100,1,0.0077
-1.0,8956,14900,0
